page,image_path,separator_bbox,line_index,line_bbox,line_text,emitted_as_body,suggested_previous_page,suggested_previous_note_xml_id,suggested_previous_n,previous_note_tail,candidate_strength,reason
128,ocr/beck2020_fresh/images/beck-0128.png,205 2081 809 2085,31,207 2107 897 2149,"? A saltwater fish, probably Scorpaena scrofa.",false,127,beck-fresh-fn-p0127-scratch-001,2,"See Dsc. Bk. I, n. 49.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
128,ocr/beck2020_fresh/images/beck-0128.png,205 2081 809 2085,32,206 2150 1504 2192,^ There are many species of the weever family whose long dorsal fin is supported by,false,127,beck-fresh-fn-p0127-scratch-001,2,"See Dsc. Bk. I, n. 49.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
128,ocr/beck2020_fresh/images/beck-0128.png,205 2081 809 2085,33,205 2199 1503 2235,many sharp venomous spines that cause painful wounds. The British species are the,false,127,beck-fresh-fn-p0127-scratch-001,2,"See Dsc. Bk. I, n. 49.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
128,ocr/beck2020_fresh/images/beck-0128.png,205 2081 809 2085,34,207 2244 1282 2279,"greater weever, 7racinus draco, and the lesser weever, Tracinus vipera.",false,127,beck-fresh-fn-p0127-scratch-001,2,"See Dsc. Bk. I, n. 49.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
129,ocr/beck2020_fresh/images/beck-0129.png,220 2205 752 2210,33,143 2226 797 2275,— Perhaps of the genus Nereis or Aphrodite.,false,128,beck-fresh-fn-p0128-scratch-002,4,"talic"">Tracinus draco</hi>, and the lesser weever, <hi rend=""italic"">Tracinus vipera</hi>.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
137,ocr/beck2020_fresh/images/beck-0137.png,117 2146 712 2152,32,118 2169 1209 2217,P The bite of this serpent causes blood to flow from all parts of the body.,false,136,beck-fresh-fn-p0136-001,19,"four plants are described as being cathartic. See Dsc. Bk. II, 122, IV, 186, 188, and 189.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
142,ocr/beck2020_fresh/images/beck-0142.png,168 2147 772 2151,36,169 2237 1004 2279,"? A poisonous plant, Colchicum L. sp. See Dsc. IV, 83.",false,141,beck-fresh-fn-p0141-002,27,"bine, Convolvulus arvensis. It is a pasture plant and this may be the clematis meant here.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
159,ocr/beck2020_fresh/images/beck-0159.png,151 2146 760 2151,34,164 2169 1460 2216,""" Propolis or bee glue is resinous material, which bees collect from various plants and",false,,,,,weak,below footnote rule without a printed note label
159,ocr/beck2020_fresh/images/beck-0159.png,151 2146 760 2151,35,165 2222 1459 2258,use. to reinforce their hives. Modern studies have proven that it has antibiotic,false,,,,,weak,below footnote rule without a printed note label
159,ocr/beck2020_fresh/images/beck-0159.png,151 2146 760 2151,36,165 2266 1069 2302,"properties. See Jean Langenheim, Plant Resins, pp. 427-429.",false,,,,,weak,below footnote rule without a printed note label
160,ocr/beck2020_fresh/images/beck-0160.png,252 2133 856 2137,34,254 2159 819 2201,"^! πυροί, “wheat” Triticum vulgare L.",false,159,beck-fresh-fn-p0159-scratch-001,40," proven that it has antibiotic properties. See Jean Langenheim, Plant Resins, pp. 427-429.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
160,ocr/beck2020_fresh/images/beck-0160.png,252 2133 856 2137,35,252 2202 1511 2244,€ σητάνειοι xvpot is wheat that is sown in the spring so as to ripen in three months.,false,159,beck-fresh-fn-p0159-scratch-001,40," proven that it has antibiotic properties. See Jean Langenheim, Plant Resins, pp. 427-429.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
161,ocr/beck2020_fresh/images/beck-0161.png,200 2224 761 2227,34,165 2246 868 2293,""" Beer made from barley is of Egyptian origin.",false,160,beck-fresh-fn-p0160-scratch-003,43,I. e. “this year’s.”,weak,below footnote rule without a printed note label; previous page has an accepted bottom note
164,ocr/beck2020_fresh/images/beck-0164.png,247 2150 849 2152,34,250 2218 1005 2259,"°° ἄμυλον, from alpha privative and μύλος, “mill.”",false,,,,,weak,below footnote rule without a printed note label
175,ocr/beck2020_fresh/images/beck-0175.png,162 2227 763 2230,34,165 2251 1009 2296,"? Seps, a serpent, the bite of which causes intense thirst.",false,,,,,weak,below footnote rule without a printed note label
183,ocr/beck2020_fresh/images/beck-0183.png,168 2081 768 2085,29,170 2105 1467 2151,"$$ The etymology of ὀροβάγχη is from ὀροβός, “bitter vetch” and ἄγχω, “strangle,”",false,,,,,weak,below footnote rule without a printed note label
183,ocr/beck2020_fresh/images/beck-0183.png,168 2081 768 2085,30,171 2154 1468 2192,"i.e. “that which strangles the bitter vetch,” Jacques André, Les noms des plantes dans",false,,,,,weak,below footnote rule without a printed note label
183,ocr/beck2020_fresh/images/beck-0183.png,168 2081 768 2085,32,204 2241 1040 2277,"τραγοπώγων,. from τράγος, “goat” and πώγων, “beard.”",false,,,,,weak,below footnote rule without a printed note label
187,ocr/beck2020_fresh/images/beck-0187.png,177 2236 776 2239,34,179 2260 851 2305,"BA savory dish of cheese, honey, garlic, etc.",false,186,beck-fresh-fn-p0186-scratch-001,67,"See Dsc. Bk. I, 55 and n. 58.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
188,ocr/beck2020_fresh/images/beck-0188.png,231 2218 835 2230,35,234 2250 1147 2295,"$? Shepherd's-purse, θλάσπι is akin to θλάω, “bruise, crush.""",false,187,beck-fresh-fn-p0187-scratch-001,68,"A savory dish of cheese, honey, garlic, etc.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
193,ocr/beck2020_fresh/images/beck-0193.png,94 2226 665 2229,35,28 2250 801 2296,".. "" Also known as green dragon and as edderwort.",false,,,,,weak,below footnote rule without a printed note label
205,ocr/beck2020_fresh/images/beck-0205.png,188 2214 790 2218,17,191 2240 895 2276,V. A cutaneous disease so-called from its color.,false,204,beck-fresh-fn-p0204-scratch-001,81,"See Dsc. Bk. II, 178 and II, n. 77.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
214,ocr/beck2020_fresh/images/beck-0214.png,165 2213 769 2217,33,169 2239 746 2283,"V δίψακος cognate with δίψα, ""thirst.""",false,,,,,weak,below footnote rule without a printed note label
216,ocr/beck2020_fresh/images/beck-0216.png,170 2202 774 2206,34,175 2229 1182 2271,'S χωτός refers to various plants and trees providing fodder or fruit.,false,,,,,weak,below footnote rule without a printed note label
226,ocr/beck2020_fresh/images/beck-0226.png,193 2224 799 2227,34,196 2250 735 2292,? One of the names for pennyroyal.,false,225,beck-fresh-fn-p0225-002,28,"From βληχάομαι, “bleat.”",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
243,ocr/beck2020_fresh/images/beck-0243.png,174 2168 775 2171,34,175 2193 1472 2236,"?* According to LSJ s.v. δαῦκος, the three species discussed in this chapter are",false,,,,,weak,below footnote rule without a printed note label
243,ocr/beck2020_fresh/images/beck-0243.png,174 2168 775 2171,35,176 2244 1151 2279,"Athamanta cretensis, Peucedanum cervaria and Psychotis amnis.",false,,,,,weak,below footnote rule without a printed note label
249,ocr/beck2020_fresh/images/beck-0249.png,186 2218 786 2221,37,188 2243 638 2287,?' The juice of Ferula persica.,false,248,beck-fresh-fn-p0248-scratch-001,40,"See Dsc. Bk. I, n. 17.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
250,ocr/beck2020_fresh/images/beck-0250.png,249 2013 854 2016,32,251 2039 1033 2080,? Both the plant and the juice are called sagapenon.,false,249,beck-fresh-fn-p0249-scratch-001,41,The juice of Ferula persica.,weak,below footnote rule without a printed note label; previous page has an accepted bottom note
251,ocr/beck2020_fresh/images/beck-0251.png,178 1882 1475 1885,27,178 1914 658 1949,juice of rue or almond or honey.,true,250,beck-fresh-fn-p0250-scratch-002,43,"e Trade of the Roman Empire, 29 B.C. to A.D. 641, p. 100, describes the juice as gum-like.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note; continuation begins lowercase
251,ocr/beck2020_fresh/images/beck-0251.png,178 1882 1475 1885,28,181 1949 519 1986,? In Northwest Africa.,false,250,beck-fresh-fn-p0250-scratch-002,43,"e Trade of the Roman Empire, 29 B.C. to A.D. 641, p. 100, describes the juice as gum-like.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note; continuation begins lowercase
252,ocr/beck2020_fresh/images/beck-0252.png,246 2179 850 2183,34,249 2206 1248 2247,"^ Which can mean a number of things: poppy, opium, spurge, etc.",false,251,beck-fresh-fn-p0251-scratch-005,48,"tings. See F. Jacoby, Die Fragmente der griechischen Historiker, III A (1940), pp. 127 ff.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
253,ocr/beck2020_fresh/images/beck-0253.png,149 2046 758 2049,30,163 2070 722 2115,? Le. where the temple of Ammon is.,false,252,beck-fresh-fn-p0252-001,50,"On burned copper, see Dsc. Bk. V, 76.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
253,ocr/beck2020_fresh/images/beck-0253.png,149 2046 758 2049,31,163 2113 1458 2158,” The property of this substance to glue together flesh and therefore to close wounds,false,252,beck-fresh-fn-p0252-001,50,"On burned copper, see Dsc. Bk. V, 76.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
253,ocr/beck2020_fresh/images/beck-0253.png,149 2046 758 2049,32,163 2163 1460 2202,"is embedded in the component parts of the word, σαρκοκόλλα, viz. σάρξ, “flesh” and",false,252,beck-fresh-fn-p0252-001,50,"On burned copper, see Dsc. Bk. V, 76.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
253,ocr/beck2020_fresh/images/beck-0253.png,149 2046 758 2049,33,162 2207 1456 2245,"κόλλα, ""glue."" See Miller, The Spice Trade of the Roman Empire, 29 B.C. to A.D.",false,252,beck-fresh-fn-p0252-001,50,"On burned copper, see Dsc. Bk. V, 76.",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
255,ocr/beck2020_fresh/images/beck-0255.png,115 2127 722 2137,31,44 2149 1419 2210,"᾿ 53 The connection of this plant to rabies is evident not only from its English name,",false,,,,,weak,below footnote rule without a printed note label
255,ocr/beck2020_fresh/images/beck-0255.png,115 2127 722 2137,32,88 2203 1421 2255,". Mmadwort, but also from its Greek, ἄλυσσον, the components of which are from alpha",false,,,,,weak,below footnote rule without a printed note label
256,ocr/beck2020_fresh/images/beck-0256.png,231 2230 836 2233,34,233 2256 1537 2298,"?* Hence its name κλινοπόδιον, composed of the elements κλίνη, “bed” and πόδιον,",false,255,beck-fresh-fn-p0255-scratch-001,53," its Greek, ἄλυσσον, the components of which are from alpha privative and λύσσα, “rabies.”",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
263,ocr/beck2020_fresh/images/beck-0263.png,168 2093 767 2096,32,170 2117 1467 2162,ὅδ Note that in the first paragraph of this chapter the root of colt’s foot is said to be,false,,,,,weak,below footnote rule without a printed note label
263,ocr/beck2020_fresh/images/beck-0263.png,168 2093 767 2096,33,169 2169 1466 2206,"useless, ἄχρηστος. It has been suggested that “useless” be read as useful, sbypnotoc,",false,,,,,weak,below footnote rule without a printed note label
263,ocr/beck2020_fresh/images/beck-0263.png,168 2093 767 2096,34,171 2212 1466 2249,"see Max Wellmann, Pedanii Dioscuridis Anazarbei De Materia Medica, Bk. TIT, p.",false,,,,,weak,below footnote rule without a printed note label
268,ocr/beck2020_fresh/images/beck-0268.png,224 2010 827 2013,30,226 2036 1529 2078,"?? The text, ἐλαίᾳ μαλακῇ ὅμοια is corrupt and several codices have different",false,,,,,weak,below footnote rule without a printed note label
268,ocr/beck2020_fresh/images/beck-0268.png,224 2010 827 2013,31,226 2085 1530 2121,"readings. The Latin Dioscorides, has similia sunt olivae folia ipsa, sed molliora et",false,,,,,weak,below footnote rule without a printed note label
273,ocr/beck2020_fresh/images/beck-0273.png,153 2152 752 2156,34,155 2176 1451 2221,"SA parasitic plant that grows on thyme, Cuscuta epithymum, See also Dsc. Bk. IV,",false,272,beck-fresh-fn-p0272-scratch-002,67,"From χαμαί, “on the ground” and μῆλον, “apple.”",weak,below footnote rule without a printed note label; previous page has an accepted bottom note
279,ocr/beck2020_fresh/images/beck-0279.png,221 2127 817 2132,32,218 2151 1515 2196,"” Daucos seed probably, because it is the seeds of daucos that are mostly useful. See",false,,,,,weak,below footnote rule without a printed note label
